编码1,编码2,相似度
同辈竞争性行为普遍,对落后于他人的担忧,0.7009
同辈竞争性行为普遍,自我价值绑定于持续产出,0.5683
同辈竞争性行为普遍,自我施加的完美主义倾向,0.6131
同辈竞争性行为普遍,同辈竞争性参照,0.9005
同辈竞争性行为普遍,自我提升的迫切需求,0.6083
同辈竞争性行为普遍,同伴行为带来的隐性压力,0.7091
同辈竞争性行为普遍,家庭成就期待压力,0.5819
同辈竞争性行为普遍,成就导向驱动的自我要求,0.6315
同辈竞争性行为普遍,内卷环境下的行为惯性,0.8157
同辈竞争性行为普遍,工作压力引发的休息冲突,0.6692
同辈竞争性行为普遍,学业成绩导向的教育氛围,0.6554
同辈竞争性行为普遍,内卷环境与休息渴望的冲突,0.7898
同辈竞争性行为普遍,群体性内卷压力,0.8245
同辈竞争性行为普遍,担忧被他人超越,0.7014
同辈竞争性行为普遍,卷躺两难困境,0.7135
同辈竞争性行为普遍,能力与期望不匹配,0.6277
同辈竞争性行为普遍,自我行为不一致引发的内疚,0.6206
同辈竞争性行为普遍,未完成应尽责任引发的自我谴责,0.5906
同辈竞争性行为普遍,他人成就引发的不利自我对照,0.6851
同辈竞争性行为普遍,学业压力驱动的休息否定,0.6959
同辈竞争性行为普遍,竞争环境下的休息污名化,0.6966
同辈竞争性行为普遍,功利主义价值观对休息的贬低,0.5838
同辈竞争性行为普遍,同辈行为参照引发的自我审视,0.7412
同辈竞争性行为普遍,休息价值感缺失,0.6341
同辈竞争性行为普遍,成绩导向的社会评价,0.6933
同辈竞争性行为普遍,内外压力叠加,0.6543
同辈竞争性行为普遍,早期高压教育灌输,0.6285
同辈竞争性行为普遍,同辈竞争驱动的自我压榨,0.8532
同辈竞争性行为普遍,对成绩与生活的焦虑,0.6637
同辈竞争性行为普遍,社会竞争压力内化,0.7607
同辈竞争性行为普遍,应试教育惯性,0.6423
同辈竞争性行为普遍,恐惧被他人超越,0.6771
同辈竞争性行为普遍,遵从努力型社会规范的压力,0.6909
同辈竞争性行为普遍,目标模糊引发的自我苛责,0.5841
同辈竞争性行为普遍,功利主义价值观影响,0.5927
同辈竞争性行为普遍,优绩主义文化压力,0.6545
同辈竞争性行为普遍,传统家庭教育规训,0.6227
同辈竞争性行为普遍,社会大众心理氛围,0.6775
同辈竞争性行为普遍,同辈竞争焦虑,0.8093
同辈竞争性行为普遍,社会功利文化压力,0.6287
同辈竞争性行为普遍,自我价值绑定于生产力,0.6080
同辈竞争性行为普遍,错失恐惧驱动,0.5551
同辈竞争性行为普遍,学习效率低下引发的自我责备,0.6220
同辈竞争性行为普遍,重要他人高期待压力,0.5960
同辈竞争性行为普遍,亲密关系中的能力落差感,0.6199
同辈竞争性行为普遍,教育环境内卷氛围,0.7763
同辈竞争性行为普遍,未来方向不确定性,0.6285
同辈竞争性行为普遍,环境竞争压力,0.7513
同辈竞争性行为普遍,情绪调节困难,0.5254
同辈竞争性行为普遍,社会对高效产出的推崇,0.6459
同辈竞争性行为普遍,忙碌脱离不适感,0.6564
同辈竞争性行为普遍,未来方向不明引发的休息焦虑,0.5645
同辈竞争性行为普遍,自我努力不足感,0.6227
同辈竞争性行为普遍,过度焦虑倾向,0.6029
同辈竞争性行为普遍,他人比较引发的心理失衡,0.7139
同辈竞争性行为普遍,忙碌即价值的社会观念,0.6491
同辈竞争性行为普遍,害怕落后的焦虑,0.6281
同辈竞争性行为普遍,对休息即浪费时间的自我苛责,0.6146
同辈竞争性行为普遍,教育环境传递的功利价值观,0.5950
同辈竞争性行为普遍,勤奋崇拜文化,0.6528
同辈竞争性行为普遍,同辈努力感知压力,0.7293
同辈竞争性行为普遍,竞争性社会氛围感知,0.7806
同辈竞争性行为普遍,多重结构性压力叠加,0.6758
同辈竞争性行为普遍,就业竞争压力,0.6845
同辈竞争性行为普遍,应试教育导向下的时间紧迫感,0.5964
同辈竞争性行为普遍,高竞争环境下的不敢松懈心理,0.8033
同辈竞争性行为普遍,表面努力的压力,0.6893
生活节奏过快,长期高压习惯化,0.7073
生活节奏过快,自我成就压力,0.5832
生活节奏过快,对落后于他人的恐惧,0.5762
生活节奏过快,完美主义驱动的自我要求,0.6183
生活节奏过快,竞争意识引发的休息压力,0.7489
生活节奏过快,对未完成事务的持续担忧,0.6314
生活节奏过快,努力至上文化规范,0.6392
生活节奏过快,心理健康价值被忽视,0.6482
生活节奏过快,家庭期望压力,0.7745
生活节奏过快,目标与能力失衡引发的时间侵占,0.7686
生活节奏过快,同侪努力引发的休息不适,0.7787
生活节奏过快,自我高期望引发的休息冲突,0.7898
生活节奏过快,同侪水平相近时的攀比压力,0.6977
生活节奏过快,成就动机驱动,0.7123
生活节奏过快,重要他人期望压力,0.6743
生活节奏过快,同辈努力参照,0.6782
生活节奏过快,社会焦虑氛围渗透,0.7273
生活节奏过快,机构文化强调自律与进取,0.5393
生活节奏过快,就业前景不确定性带来的压力,0.7463
生活节奏过快,教育中缺乏对休闲正当性的认可,0.7002
生活节奏过快,未完成任务压力,0.7883
生活节奏过快,早期愧疚导向的教养方式,0.5448
生活节奏过快,外部高期待压力,0.7691
生活节奏过快,自我成就标准过高,0.6958
生活节奏过快,对他人负面评价的恐惧,0.6362
生活节奏过快,无意识的社会比较倾向,0.7081
生活节奏过快,同辈群体的竞争氛围,0.8294
生活节奏过快,社会竞争压力,0.8333
生活节奏过快,自我要求严苛,0.5911
生活节奏过快,内耗型思维模式,0.6151
生活节奏过快,过度关注他人表现,0.7548
生活节奏过快,资本主义社会对人的异化,0.4946
生活节奏过快,价值条件化的教育影响,0.5424
生活节奏过快,社会内卷与经济不安全感,0.5617
生活节奏过快,同辈学业努力对比,0.5984
生活节奏过快,自我成长期待冲突,0.6233
生活节奏过快,家庭优先学习理念灌输,0.5892
生活节奏过快,学校内卷化学习氛围,0.5878
生活节奏过快,社会整体内卷风气,0.7166
生活节奏过快,早期习惯内化,0.6520
生活节奏过快,高压环境下的自动化思维,0.5669
生活节奏过快,社会结构驱动的内卷压力,0.6125
生活节奏过快,过高的自我要求,0.5987
生活节奏过快,环境压力过大,0.7014
生活节奏过快,成就导向的自我价值绑定,0.5996
生活节奏过快,外部认可依赖,0.7493
生活节奏过快,未达自我努力标准,0.7235
生活节奏过快,焦虑敏感的个体特质,0.6262
生活节奏过快,高压竞争的社会环境,0.7433
生活节奏过快,应试教育塑造的行为惯性,0.6748
生活节奏过快,过高自我目标设定,0.6506
生活节奏过快,自我效能感不足,0.7300
生活节奏过快,过度关注他人状态,0.6895
生活节奏过快,自我敏感性过高,0.5736
生活节奏过快,未来目标模糊,0.6646
生活节奏过快,奋斗文化内化,0.6888
生活节奏过快,奋斗价值观的文化传承,0.6017
生活节奏过快,群体压力氛围,0.5947
生活节奏过快,自我效能怀疑,0.5586
生活节奏过快,社会生活节奏压迫感,0.8324
生活节奏过快,高自我学业标准,0.6146
生活节奏过快,升学目标驱动压力,0.6573
生活节奏过快,学业压力内化,0.6361
生活节奏过快,休息引发焦虑反应,0.6674
生活节奏过快,早期价值观内化,0.6842
生活节奏过快,同辈压力驱动的自我监控,0.6863
生活节奏过快,理想自我与现实行为的落差,0.6287
生活节奏过快,自动化负面思维模式,0.6241
生活节奏过快,社会攀比压力,0.8112
生活节奏过快,弥漫性焦虑氛围,0.5664
生活节奏过快,亲密关系中的价值评判,0.5685
生活节奏过快,家庭权威的期望压力,0.6049
生活节奏过快,教育者传递的绩效焦虑,0.5324
生活节奏过快,高压教养模式,0.4283
生活节奏过快,成就导向型人格特质,0.5644
生活节奏过快,目标紧迫性感知,0.7345
生活节奏过快,计划秩序破坏敏感,0.6466
生活节奏过快,效率至上信念,0.7039
生活节奏过快,竞争压力下的自我不足感,0.6815
生活节奏过快,外部比较压力,0.6111
生活节奏过快,内在认知偏差,0.7599
生活节奏过快,职场与校园文化规训,0.6290
生活节奏过快,同辈压力驱动的休息不适,0.7902
生活节奏过快,好胜性格引发的自我苛责,0.5983
生活节奏过快,技术加速带来的紧迫感,0.7336
生活节奏过快,对未来不确定性的焦虑,0.5982
生活节奏过快,生存与生活压力的内化,0.6676
生活节奏过快,他人评价的过度关注,0.5759
生活节奏过快,幸福观的绩效化倾向,0.6403
生活节奏过快,多源压力驱动的应然自我期待,0.6430
生活节奏过快,自我设定目标未达成引发的内疚,0.5566
生活节奏过快,代际劳动榜样内化,0.5458
生活节奏过快,社会推崇进取文化,0.7001
生活节奏过快,个人要强性格,0.7163
生活节奏过快,高自我要求与完美主义倾向,0.6296
生活节奏过快,时间经济化观念,0.6999
生活节奏过快,勤劳美德内化,0.6528
生活节奏过快,制度性过劳常态化,0.7258
生活节奏过快,社会成功话语对休息的污名化,0.6760
生活节奏过快,教育环境强调持续学习,0.5530
生活节奏过快,社会内卷氛围压力,0.8575
生活节奏过快,高压环境下的休息无效感,0.7207
生活节奏过快,同辈竞争引发的休息愧疚,0.6452
生活节奏过快,就业压力,0.7816
生活节奏过快,时间管理失当,0.8158
生活节奏过快,广泛性焦虑倾向,0.5451
生活节奏过快,内卷环境引发的竞争压力,0.5632
生活节奏过快,就业市场焦虑,0.7474
生活节奏过快,休息等同于生命浪费,0.7817
生活节奏过快,对未完成任务的恐惧,0.5927
生活节奏过快,对目标的矛盾心理,0.7101
生活节奏过快,未完成任务的压力,0.7100
生活节奏过快,群体学习氛围的压迫感,0.6276
生活节奏过快,就业前景焦虑,0.8030
生活节奏过快,前途不确定性忧虑,0.7411
生活节奏过快,家长期望负担,0.6027
生活节奏过快,他人审视恐惧,0.6342
生活节奏过快,内在成就驱力,0.7357
生活节奏过快,未遵循个人休息计划,0.7955
生活节奏过快,资源稀缺引发的生存焦虑,0.7851
生活节奏过快,感知他人努力压力,0.7008
生活节奏过快,未完成任务焦虑,0.6657
生活节奏过快,自我高标准要求,0.6239
生活节奏过快,不切实际的任务目标,0.7394
生活节奏过快,高强度学业竞争感知,0.6522
生活节奏过快,自我设定的高成就标准,0.7668
生活节奏过快,对未来后果的灾难化预期,0.5825
生活节奏过快,时间紧迫感,0.7710
生活节奏过快,内在自我驱策,0.7663
生活节奏过快,任务完成不确定性,0.8112
生活节奏过快,竞争性社会环境压力,0.7079
生活节奏过快,权威人物的价值观内化,0.6704
生活节奏过快,努力与疲惫的内在冲突,0.7516
生活节奏过快,社会整体奋进氛围的压力,0.8254
生活节奏过快,外部高期望的内化,0.7179
生活节奏过快,未来不确定性驱动的过度准备,0.5888
生活节奏过快,多重压力叠加,0.7801
生活节奏过快,竞争压力感知,0.7232
生活节奏过快,应试教育内化的竞争焦虑,0.5755
生活节奏过快,就业压力驱动的群体比较,0.7702
生活节奏过快,经济独立紧迫感,0.7655
生活节奏过快,同辈学业成就压力,0.6854
生活节奏过快,教育灌输的效率至上观念,0.6555
生活节奏过快,现实压力驱动的自我规训,0.6253
生活节奏过快,自我定位模糊,0.6729
生活节奏过快,就业导向的教育压力,0.6682
生活节奏过快,被动卷入竞争环境,0.6543
生活节奏过快,同伴成就引发的自我贬抑,0.6093
生活节奏过快,高学业成就期待,0.7545
生活节奏过快,未完成重要事务的自我责备,0.6946
生活节奏过快,观察他人努力引发的相对懈怠感,0.6892
生活节奏过快,竞争性评价体系压力,0.5407
生活节奏过快,争强好胜的个性倾向,0.8119
生活节奏过快,竞争劣势引发的焦虑投射,0.6646
生活节奏过快,自我价值感不足,0.7799
生活节奏过快,过度关注外部评价,0.7262
生活节奏过快,学业进度压力,0.7627
生活节奏过快,同伴内卷氛围引发的归因偏差,0.5933
生活节奏过快,自我效能感低下,0.7182
生活节奏过快,他人成就压力,0.6385
生活节奏过快,思维反刍倾向,0.6670
生活节奏过快,社会竞争环境强化,0.7618
生活节奏过快,内在价值冲突,0.6660
生活节奏过快,同辈竞争压力加剧,0.6995
生活节奏过快,同伴学习行为引发的焦虑,0.5020
生活节奏过快,成功焦虑驱动的自我监控,0.7055
生活节奏过快,生存压力加剧,0.7706
生活节奏过快,休闲活动的时间消耗感,0.7733
生活节奏过快,社会竞争氛围内化,0.6035
生活节奏过快,填鸭式教育经历,0.5924
生活节奏过快,社会比较压力,0.7271
生活节奏过快,效率至上价值观,0.6765
生活节奏过快,对落后于他人的担忧,0.6223
生活节奏过快,自我价值绑定于持续产出,0.5996
生活节奏过快,自我施加的完美主义倾向,0.7165
生活节奏过快,同辈竞争性参照,0.5747
生活节奏过快,自我提升的迫切需求,0.6841
生活节奏过快,同伴行为带来的隐性压力,0.6739
生活节奏过快,家庭成就期待压力,0.5794
生活节奏过快,成就导向驱动的自我要求,0.6421
生活节奏过快,内卷环境下的行为惯性,0.7209
生活节奏过快,工作压力引发的休息冲突,0.8108
生活节奏过快,学业成绩导向的教育氛围,0.6513
生活节奏过快,内卷环境与休息渴望的冲突,0.7344
生活节奏过快,群体性内卷压力,0.7271
生活节奏过快,担忧被他人超越,0.7633
生活节奏过快,卷躺两难困境,0.6335
生活节奏过快,能力与期望不匹配,0.6846
生活节奏过快,自我行为不一致引发的内疚,0.6156
生活节奏过快,未完成应尽责任引发的自我谴责,0.6933
生活节奏过快,他人成就引发的不利自我对照,0.5744
生活节奏过快,学业压力驱动的休息否定,0.7945
生活节奏过快,竞争环境下的休息污名化,0.6825
生活节奏过快,功利主义价值观对休息的贬低,0.6595
生活节奏过快,同辈行为参照引发的自我审视,0.5939
生活节奏过快,休息价值感缺失,0.8049
生活节奏过快,成绩导向的社会评价,0.6692
生活节奏过快,内外压力叠加,0.7934
生活节奏过快,早期高压教育灌输,0.6460
生活节奏过快,同辈竞争驱动的自我压榨,0.6073
生活节奏过快,对成绩与生活的焦虑,0.7119
生活节奏过快,社会竞争压力内化,0.6585
生活节奏过快,应试教育惯性,0.6519
生活节奏过快,恐惧被他人超越,0.6063
生活节奏过快,遵从努力型社会规范的压力,0.6901
生活节奏过快,目标模糊引发的自我苛责,0.6781
生活节奏过快,功利主义价值观影响,0.6735
生活节奏过快,优绩主义文化压力,0.7259
生活节奏过快,传统家庭教育规训,0.7102
生活节奏过快,社会大众心理氛围,0.8444
生活节奏过快,同辈竞争焦虑,0.6192
生活节奏过快,社会功利文化压力,0.7272
生活节奏过快,自我价值绑定于生产力,0.6424
生活节奏过快,错失恐惧驱动,0.6999
生活节奏过快,学习效率低下引发的自我责备,0.6656
生活节奏过快,重要他人高期待压力,0.7204
生活节奏过快,亲密关系中的能力落差感,0.5405
生活节奏过快,教育环境内卷氛围,0.6912
生活节奏过快,未来方向不确定性,0.7609
生活节奏过快,环境竞争压力,0.7863
生活节奏过快,情绪调节困难,0.6596
生活节奏过快,社会对高效产出的推崇,0.6686
生活节奏过快,忙碌脱离不适感,0.7996
生活节奏过快,未来方向不明引发的休息焦虑,0.7688
生活节奏过快,自我努力不足感,0.8141
生活节奏过快,过度焦虑倾向,0.7411
生活节奏过快,他人比较引发的心理失衡,0.7117
生活节奏过快,忙碌即价值的社会观念,0.7304
生活节奏过快,害怕落后的焦虑,0.6268
生活节奏过快,对休息即浪费时间的自我苛责,0.6950
生活节奏过快,教育环境传递的功利价值观,0.4812
生活节奏过快,勤奋崇拜文化,0.6471
生活节奏过快,同辈努力感知压力,0.6448
生活节奏过快,竞争性社会氛围感知,0.6763
生活节奏过快,多重结构性压力叠加,0.7359
生活节奏过快,就业竞争压力,0.7402
生活节奏过快,应试教育导向下的时间紧迫感,0.5645
生活节奏过快,高竞争环境下的不敢松懈心理,0.7560
生活节奏过快,表面努力的压力,0.6274
长期高压习惯化,自我成就压力,0.6425
长期高压习惯化,对落后于他人的恐惧,0.5394
长期高压习惯化,完美主义驱动的自我要求,0.6285
长期高压习惯化,竞争意识引发的休息压力,0.6418
长期高压习惯化,对未完成事务的持续担忧,0.6189
长期高压习惯化,努力至上文化规范,0.5998
长期高压习惯化,心理健康价值被忽视,0.5506
长期高压习惯化,家庭期望压力,0.7399
长期高压习惯化,目标与能力失衡引发的时间侵占,0.6787
长期高压习惯化,同侪努力引发的休息不适,0.7139
长期高压习惯化,自我高期望引发的休息冲突,0.7190
长期高压习惯化,同侪水平相近时的攀比压力,0.6588
长期高压习惯化,成就动机驱动,0.6435
长期高压习惯化,重要他人期望压力,0.6441
长期高压习惯化,同辈努力参照,0.6659
长期高压习惯化,社会焦虑氛围渗透,0.6375
长期高压习惯化,机构文化强调自律与进取,0.5965
长期高压习惯化,就业前景不确定性带来的压力,0.6834
长期高压习惯化,教育中缺乏对休闲正当性的认可,0.6068
长期高压习惯化,未完成任务压力,0.6814
长期高压习惯化,早期愧疚导向的教养方式,0.5842
长期高压习惯化,外部高期待压力,0.7764
长期高压习惯化,自我成就标准过高,0.6785
长期高压习惯化,对他人负面评价的恐惧,0.5856
长期高压习惯化,无意识的社会比较倾向,0.6538
长期高压习惯化,同辈群体的竞争氛围,0.7084
长期高压习惯化,社会竞争压力,0.6972
长期高压习惯化,自我要求严苛,0.6116
长期高压习惯化,内耗型思维模式,0.6385
长期高压习惯化,过度关注他人表现,0.7302
长期高压习惯化,资本主义社会对人的异化,0.4336
长期高压习惯化,价值条件化的教育影响,0.5853
长期高压习惯化,社会内卷与经济不安全感,0.5292
长期高压习惯化,同辈学业努力对比,0.6209
长期高压习惯化,自我成长期待冲突,0.6125
长期高压习惯化,家庭优先学习理念灌输,0.6820
长期高压习惯化,学校内卷化学习氛围,0.6662
长期高压习惯化,社会整体内卷风气,0.6912
长期高压习惯化,早期习惯内化,0.7517
长期高压习惯化,高压环境下的自动化思维,0.7715
长期高压习惯化,社会结构驱动的内卷压力,0.6031
长期高压习惯化,过高的自我要求,0.6440
长期高压习惯化,环境压力过大,0.6702
长期高压习惯化,成就导向的自我价值绑定,0.5620
长期高压习惯化,外部认可依赖,0.6801
长期高压习惯化,未达自我努力标准,0.6860
长期高压习惯化,焦虑敏感的个体特质,0.5960
长期高压习惯化,高压竞争的社会环境,0.6734
长期高压习惯化,应试教育塑造的行为惯性,0.7202
长期高压习惯化,过高自我目标设定,0.6461
长期高压习惯化,自我效能感不足,0.6554
长期高压习惯化,过度关注他人状态,0.6836
长期高压习惯化,自我敏感性过高,0.5966
长期高压习惯化,未来目标模糊,0.5828
长期高压习惯化,奋斗文化内化,0.6216
长期高压习惯化,奋斗价值观的文化传承,0.5554
长期高压习惯化,群体压力氛围,0.6124
长期高压习惯化,自我效能怀疑,0.4823
长期高压习惯化,社会生活节奏压迫感,0.6798
长期高压习惯化,高自我学业标准,0.7086
长期高压习惯化,升学目标驱动压力,0.7037
长期高压习惯化,学业压力内化,0.7113
长期高压习惯化,休息引发焦虑反应,0.6175
长期高压习惯化,早期价值观内化,0.6648
长期高压习惯化,同辈压力驱动的自我监控,0.7414
长期高压习惯化,理想自我与现实行为的落差,0.5912
长期高压习惯化,自动化负面思维模式,0.6322
长期高压习惯化,社会攀比压力,0.7316
长期高压习惯化,弥漫性焦虑氛围,0.5743
长期高压习惯化,亲密关系中的价值评判,0.4951
长期高压习惯化,家庭权威的期望压力,0.6432
长期高压习惯化,教育者传递的绩效焦虑,0.5531
长期高压习惯化,高压教养模式,0.5731
长期高压习惯化,成就导向型人格特质,0.5746
长期高压习惯化,目标紧迫性感知,0.6245
长期高压习惯化,计划秩序破坏敏感,0.6086
长期高压习惯化,效率至上信念,0.6073
长期高压习惯化,竞争压力下的自我不足感,0.5967
长期高压习惯化,外部比较压力,0.5840
长期高压习惯化,内在认知偏差,0.6896
长期高压习惯化,职场与校园文化规训,0.6474
长期高压习惯化,同辈压力驱动的休息不适,0.7324
长期高压习惯化,好胜性格引发的自我苛责,0.6182
长期高压习惯化,技术加速带来的紧迫感,0.6068
长期高压习惯化,对未来不确定性的焦虑,0.5523
长期高压习惯化,生存与生活压力的内化,0.6419
长期高压习惯化,他人评价的过度关注,0.5799
长期高压习惯化,幸福观的绩效化倾向,0.5235
长期高压习惯化,多源压力驱动的应然自我期待,0.6825
长期高压习惯化,自我设定目标未达成引发的内疚,0.5652
长期高压习惯化,代际劳动榜样内化,0.6154
长期高压习惯化,社会推崇进取文化,0.6392
长期高压习惯化,个人要强性格,0.6681
长期高压习惯化,高自我要求与完美主义倾向,0.6546
长期高压习惯化,时间经济化观念,0.5579
长期高压习惯化,勤劳美德内化,0.5884
长期高压习惯化,制度性过劳常态化,0.7095
长期高压习惯化,社会成功话语对休息的污名化,0.5609
长期高压习惯化,教育环境强调持续学习,0.6645
长期高压习惯化,社会内卷氛围压力,0.7494
长期高压习惯化,高压环境下的休息无效感,0.6696
长期高压习惯化,同辈竞争引发的休息愧疚,0.6175
长期高压习惯化,就业压力,0.6933
长期高压习惯化,时间管理失当,0.6573
长期高压习惯化,广泛性焦虑倾向,0.5411
长期高压习惯化,内卷环境引发的竞争压力,0.6291
长期高压习惯化,就业市场焦虑,0.6451
长期高压习惯化,休息等同于生命浪费,0.6187
长期高压习惯化,对未完成任务的恐惧,0.5678
长期高压习惯化,对目标的矛盾心理,0.6589
长期高压习惯化,未完成任务的压力,0.6586
长期高压习惯化,群体学习氛围的压迫感,0.6744
长期高压习惯化,就业前景焦虑,0.6726
长期高压习惯化,前途不确定性忧虑,0.6294
长期高压习惯化,家长期望负担,0.6225
长期高压习惯化,他人审视恐惧,0.5828
长期高压习惯化,内在成就驱力,0.6696
长期高压习惯化,未遵循个人休息计划,0.6738
长期高压习惯化,资源稀缺引发的生存焦虑,0.6484
长期高压习惯化,感知他人努力压力,0.6985
长期高压习惯化,未完成任务焦虑,0.6183
长期高压习惯化,自我高标准要求,0.6903
长期高压习惯化,不切实际的任务目标,0.6440
长期高压习惯化,高强度学业竞争感知,0.7002
长期高压习惯化,自我设定的高成就标准,0.7379
长期高压习惯化,对未来后果的灾难化预期,0.5623
长期高压习惯化,时间紧迫感,0.6654
长期高压习惯化,内在自我驱策,0.7210
长期高压习惯化,任务完成不确定性,0.6815
长期高压习惯化,竞争性社会环境压力,0.6965
长期高压习惯化,权威人物的价值观内化,0.6676
长期高压习惯化,努力与疲惫的内在冲突,0.6651
长期高压习惯化,社会整体奋进氛围的压力,0.7005
长期高压习惯化,外部高期望的内化,0.7640
长期高压习惯化,未来不确定性驱动的过度准备,0.5726
长期高压习惯化,多重压力叠加,0.7105
长期高压习惯化,竞争压力感知,0.6290
长期高压习惯化,应试教育内化的竞争焦虑,0.5895
长期高压习惯化,就业压力驱动的群体比较,0.6735
长期高压习惯化,经济独立紧迫感,0.6334
长期高压习惯化,同辈学业成就压力,0.7329
长期高压习惯化,教育灌输的效率至上观念,0.6522
长期高压习惯化,现实压力驱动的自我规训,0.6824
长期高压习惯化,自我定位模糊,0.6035
长期高压习惯化,就业导向的教育压力,0.6489
长期高压习惯化,被动卷入竞争环境,0.6516
长期高压习惯化,同伴成就引发的自我贬抑,0.5747
长期高压习惯化,高学业成就期待,0.7407
长期高压习惯化,未完成重要事务的自我责备,0.6556
长期高压习惯化,观察他人努力引发的相对懈怠感,0.6292
长期高压习惯化,竞争性评价体系压力,0.4933
长期高压习惯化,争强好胜的个性倾向,0.7106
长期高压习惯化,竞争劣势引发的焦虑投射,0.5918
长期高压习惯化,自我价值感不足,0.6653
长期高压习惯化,过度关注外部评价,0.6895
长期高压习惯化,学业进度压力,0.7179
长期高压习惯化,同伴内卷氛围引发的归因偏差,0.5777
长期高压习惯化,自我效能感低下,0.6510
长期高压习惯化,他人成就压力,0.6163
长期高压习惯化,思维反刍倾向,0.6569
长期高压习惯化,社会竞争环境强化,0.6770
长期高压习惯化,内在价值冲突,0.6052
长期高压习惯化,同辈竞争压力加剧,0.6957
长期高压习惯化,同伴学习行为引发的焦虑,0.5736
长期高压习惯化,成功焦虑驱动的自我监控,0.6460
长期高压习惯化,生存压力加剧,0.6375
长期高压习惯化,休闲活动的时间消耗感,0.5967
长期高压习惯化,社会竞争氛围内化,0.5954
长期高压习惯化,填鸭式教育经历,0.6737
长期高压习惯化,社会比较压力,0.6745
长期高压习惯化,效率至上价值观,0.5571
长期高压习惯化,对落后于他人的担忧,0.5663
长期高压习惯化,自我价值绑定于持续产出,0.5604
长期高压习惯化,自我施加的完美主义倾向,0.7210
长期高压习惯化,同辈竞争性参照,0.5917
长期高压习惯化,自我提升的迫切需求,0.6452
长期高压习惯化,同伴行为带来的隐性压力,0.6733
长期高压习惯化,家庭成就期待压力,0.5803
长期高压习惯化,成就导向驱动的自我要求,0.6340
长期高压习惯化,内卷环境下的行为惯性,0.7634
长期高压习惯化,工作压力引发的休息冲突,0.6976
长期高压习惯化,学业成绩导向的教育氛围,0.7025
长期高压习惯化,内卷环境与休息渴望的冲突,0.6834
长期高压习惯化,群体性内卷压力,0.7203
长期高压习惯化,担忧被他人超越,0.6887
长期高压习惯化,卷躺两难困境,0.5917
长期高压习惯化,能力与期望不匹配,0.6346
长期高压习惯化,自我行为不一致引发的内疚,0.6204
长期高压习惯化,未完成应尽责任引发的自我谴责,0.6549
长期高压习惯化,他人成就引发的不利自我对照,0.5417
长期高压习惯化,学业压力驱动的休息否定,0.7477
长期高压习惯化,竞争环境下的休息污名化,0.5821
长期高压习惯化,功利主义价值观对休息的贬低,0.5147
长期高压习惯化,同辈行为参照引发的自我审视,0.6054
长期高压习惯化,休息价值感缺失,0.6732
长期高压习惯化,成绩导向的社会评价,0.6171
长期高压习惯化,内外压力叠加,0.7202
长期高压习惯化,早期高压教育灌输,0.7932
长期高压习惯化,同辈竞争驱动的自我压榨,0.6327
长期高压习惯化,对成绩与生活的焦虑,0.6602
长期高压习惯化,社会竞争压力内化,0.6404
长期高压习惯化,应试教育惯性,0.6895
长期高压习惯化,恐惧被他人超越,0.5880
长期高压习惯化,遵从努力型社会规范的压力,0.6861
长期高压习惯化,目标模糊引发的自我苛责,0.6264
长期高压习惯化,功利主义价值观影响,0.5701
长期高压习惯化,优绩主义文化压力,0.6623
长期高压习惯化,传统家庭教育规训,0.7001
长期高压习惯化,社会大众心理氛围,0.6774
长期高压习惯化,同辈竞争焦虑,0.6187
长期高压习惯化,社会功利文化压力,0.6256
长期高压习惯化,自我价值绑定于生产力,0.5714
长期高压习惯化,错失恐惧驱动,0.6311
长期高压习惯化,学习效率低下引发的自我责备,0.6770
长期高压习惯化,重要他人高期待压力,0.6867
长期高压习惯化,亲密关系中的能力落差感,0.5069
长期高压习惯化,教育环境内卷氛围,0.6634
长期高压习惯化,未来方向不确定性,0.6488
长期高压习惯化,环境竞争压力,0.6804
长期高压习惯化,情绪调节困难,0.5671
长期高压习惯化,社会对高效产出的推崇,0.6118
长期高压习惯化,忙碌脱离不适感,0.6920
长期高压习惯化,未来方向不明引发的休息焦虑,0.6389
长期高压习惯化,自我努力不足感,0.6866
长期高压习惯化,过度焦虑倾向,0.6801
长期高压习惯化,他人比较引发的心理失衡,0.6348
长期高压习惯化,忙碌即价值的社会观念,0.5822
长期高压习惯化,害怕落后的焦虑,0.5903
长期高压习惯化,对休息即浪费时间的自我苛责,0.6242
长期高压习惯化,教育环境传递的功利价值观,0.4967
长期高压习惯化,勤奋崇拜文化,0.6141
长期高压习惯化,同辈努力感知压力,0.6581
长期高压习惯化,竞争性社会氛围感知,0.6330
长期高压习惯化,多重结构性压力叠加,0.7018
长期高压习惯化,就业竞争压力,0.6403
长期高压习惯化,应试教育导向下的时间紧迫感,0.5996
长期高压习惯化,高竞争环境下的不敢松懈心理,0.7255
长期高压习惯化,表面努力的压力,0.6276
自我成就压力,对落后于他人的恐惧,0.6160
自我成就压力,完美主义驱动的自我要求,0.6938
自我成就压力,竞争意识引发的休息压力,0.6728
自我成就压力,对未完成事务的持续担忧,0.6433
自我成就压力,努力至上文化规范,0.5235
自我成就压力,心理健康价值被忽视,0.5729
自我成就压力,家庭期望压力,0.7636
自我成就压力,目标与能力失衡引发的时间侵占,0.6377
自我成就压力,同侪努力引发的休息不适,0.6462
自我成就压力,自我高期望引发的休息冲突,0.6795
自我成就压力,同侪水平相近时的攀比压力,0.7622
