编码1,编码2,相似度
担忧学业落后,社会结构驱动的内卷压力,0.5956
担忧学业落后,焦虑敏感的个体特质,0.7129
担忧学业落后,应试教育塑造的行为惯性,0.6012
担忧学业落后,过度关注他人状态,0.6623
担忧学业落后,自我敏感性过高,0.6155
担忧学业落后,未来目标模糊,0.6738
担忧学业落后,奋斗价值观的文化传承,0.5872
担忧学业落后,群体压力氛围,0.7188
担忧学业落后,社会生活节奏压迫感,0.6209
担忧学业落后,升学目标驱动压力,0.7472
担忧学业落后,理想自我与现实行为的落差,0.6263
担忧学业落后,自动化负面思维模式,0.5802
担忧学业落后,社会攀比压力,0.7102
担忧学业落后,弥漫性焦虑氛围,0.6341
担忧学业落后,亲密关系中的价值评判,0.5495
担忧学业落后,家庭权威的期望压力,0.5423
担忧学业落后,教育者传递的绩效焦虑,0.6438
担忧学业落后,高压教养模式,0.5724
担忧学业落后,成就导向型人格特质,0.6138
担忧学业落后,目标紧迫性感知,0.6243
担忧学业落后,计划秩序破坏敏感,0.5509
担忧学业落后,效率至上信念,0.5459
担忧学业落后,竞争压力下的自我不足感,0.6879
担忧学业落后,外部比较压力,0.7060
担忧学业落后,职场与校园文化规训,0.6082
担忧学业落后,技术加速带来的紧迫感,0.6157
担忧学业落后,生存与生活压力的内化,0.5642
担忧学业落后,他人评价的过度关注,0.7057
担忧学业落后,幸福观的绩效化倾向,0.5443
担忧学业落后,多源压力驱动的应然自我期待,0.6641
担忧学业落后,自我设定目标未达成引发的内疚,0.6367
担忧学业落后,代际劳动榜样内化,0.5591
担忧学业落后,个人要强性格,0.5709
担忧学业落后,时间经济化观念,0.5288
担忧学业落后,勤劳美德内化,0.5903
担忧学业落后,制度性过劳常态化,0.5670
担忧学业落后,社会成功话语对休息的污名化,0.5310
担忧学业落后,教育环境强调持续学习,0.5783
担忧学业落后,高压环境下的休息无效感,0.6602
担忧学业落后,广泛性焦虑倾向,0.6614
担忧学业落后,内卷环境引发的竞争压力,0.6757
担忧学业落后,前途不确定性忧虑,0.7317
担忧学业落后,资源稀缺引发的生存焦虑,0.6923
担忧学业落后,感知他人努力压力,0.6526
担忧学业落后,不切实际的任务目标,0.5938
担忧学业落后,对未来后果的灾难化预期,0.6337
担忧学业落后,任务完成不确定性,0.7210
担忧学业落后,权威人物的价值观内化,0.5925
担忧学业落后,努力与疲惫的内在冲突,0.6382
担忧学业落后,未来不确定性驱动的过度准备,0.6868
担忧学业落后,应试教育内化的竞争焦虑,0.7322
担忧学业落后,就业压力驱动的群体比较,0.6390
担忧学业落后,经济独立紧迫感,0.6380
担忧学业落后,教育灌输的效率至上观念,0.5859
担忧学业落后,现实压力驱动的自我规训,0.6627
担忧学业落后,自我定位模糊,0.6867
担忧学业落后,就业导向的教育压力,0.6225
担忧学业落后,被动卷入竞争环境,0.5465
担忧学业落后,同伴成就引发的自我贬抑,0.6524
担忧学业落后,未完成重要事务的自我责备,0.6382
担忧学业落后,竞争性评价体系压力,0.5915
担忧学业落后,同伴内卷氛围引发的归因偏差,0.6398
担忧学业落后,思维反刍倾向,0.6350
担忧学业落后,内在价值冲突,0.6573
担忧学业落后,同伴学习行为引发的焦虑,0.7046
担忧学业落后,成功焦虑驱动的自我监控,0.6977
担忧学业落后,生存压力加剧,0.6210
担忧学业落后,休闲活动的时间消耗感,0.5410
担忧学业落后,填鸭式教育经历,0.6079
担忧学业落后,效率至上价值观,0.4621
担忧学业落后,自我提升的迫切需求,0.6387
担忧学业落后,同伴行为带来的隐性压力,0.6499
担忧学业落后,成就导向驱动的自我要求,0.6754
担忧学业落后,内卷环境下的行为惯性,0.5971
担忧学业落后,工作压力引发的休息冲突,0.6379
担忧学业落后,卷躺两难困境,0.5406
担忧学业落后,能力与期望不匹配,0.7176
担忧学业落后,自我行为不一致引发的内疚,0.6803
担忧学业落后,竞争环境下的休息污名化,0.6021
担忧学业落后,功利主义价值观影响,0.5389
担忧学业落后,同辈行为参照引发的自我审视,0.6356
担忧学业落后,成绩导向的社会评价,0.6898
担忧学业落后,早期高压教育灌输,0.6491
担忧学业落后,对成绩与生活的焦虑,0.7836
担忧学业落后,遵从努力型社会规范的压力,0.6542
担忧学业落后,目标模糊引发的自我苛责,0.6658
担忧学业落后,优绩主义文化压力,0.6579
担忧学业落后,亲密关系中的能力落差感,0.6514
担忧学业落后,未来方向不确定性,0.7106
担忧学业落后,情绪调节困难,0.6513
担忧学业落后,社会对高效产出的推崇,0.5797
担忧学业落后,忙碌即价值的社会观念,0.5633
担忧学业落后,害怕落后的焦虑,0.8355
担忧学业落后,对休息即浪费时间的自我苛责,0.6318
担忧学业落后,勤奋崇拜文化,0.6194
担忧学业落后,同辈努力感知压力,0.7536
担忧学业落后,就业竞争压力,0.7791
担忧学业落后,应试教育导向下的时间紧迫感,0.6217
担忧学业落后,高竞争环境下的不敢松懈心理,0.7235
担忧学业落后,表面努力的压力,0.6279
恐惧休息行为本身,感知他人隐性竞争,0.5395
恐惧休息行为本身,担忧被群体远远抛下,0.6375
恐惧休息行为本身,生产力至上价值观,0.4813
恐惧休息行为本身,自我提升义务感,0.5802
恐惧休息行为本身,就业市场竞争激烈,0.5856
恐惧休息行为本身,学历价值下降,0.4651
恐惧休息行为本身,同辈群体的竞争氛围,0.6708
恐惧休息行为本身,同辈竞争性参照,0.6282
恐惧休息行为本身,生活节奏过快,0.5908
恐惧休息行为本身,长期高压习惯化,0.6167
恐惧休息行为本身,自我成就压力,0.5454
恐惧休息行为本身,心理健康价值被忽视,0.6082
恐惧休息行为本身,目标与能力失衡引发的时间侵占,0.4996
恐惧休息行为本身,同侪努力引发的休息不适,0.6639
恐惧休息行为本身,重要他人期望压力,0.5288
恐惧休息行为本身,同辈努力参照,0.5263
恐惧休息行为本身,社会焦虑氛围渗透,0.7760
恐惧休息行为本身,机构文化强调自律与进取,0.4438
恐惧休息行为本身,教育中缺乏对休闲正当性的认可,0.5356
恐惧休息行为本身,早期愧疚导向的教养方式,0.6435
恐惧休息行为本身,对他人负面评价的恐惧,0.8013
恐惧休息行为本身,内耗型思维模式,0.6306
恐惧休息行为本身,资本主义社会对人的异化,0.4199
恐惧休息行为本身,价值条件化的教育影响,0.5763
恐惧休息行为本身,社会内卷与经济不安全感,0.5501
恐惧休息行为本身,自我成长期待冲突,0.6178
恐惧休息行为本身,家庭优先学习理念灌输,0.5031
恐惧休息行为本身,学校内卷化学习氛围,0.6615
恐惧休息行为本身,早期习惯内化,0.6603
恐惧休息行为本身,高压环境下的自动化思维,0.6124
恐惧休息行为本身,社会结构驱动的内卷压力,0.5085
恐惧休息行为本身,焦虑敏感的个体特质,0.7654
恐惧休息行为本身,应试教育塑造的行为惯性,0.5788
恐惧休息行为本身,过度关注他人状态,0.5966
恐惧休息行为本身,自我敏感性过高,0.6034
恐惧休息行为本身,未来目标模糊,0.6344
恐惧休息行为本身,奋斗价值观的文化传承,0.5653
恐惧休息行为本身,群体压力氛围,0.7197
恐惧休息行为本身,社会生活节奏压迫感,0.6439
恐惧休息行为本身,升学目标驱动压力,0.5917
恐惧休息行为本身,理想自我与现实行为的落差,0.5993
恐惧休息行为本身,自动化负面思维模式,0.6645
恐惧休息行为本身,社会攀比压力,0.6399
恐惧休息行为本身,弥漫性焦虑氛围,0.7293
恐惧休息行为本身,亲密关系中的价值评判,0.5690
恐惧休息行为本身,家庭权威的期望压力,0.4701
恐惧休息行为本身,教育者传递的绩效焦虑,0.5244
恐惧休息行为本身,高压教养模式,0.5104
恐惧休息行为本身,成就导向型人格特质,0.5637
恐惧休息行为本身,目标紧迫性感知,0.5861
恐惧休息行为本身,计划秩序破坏敏感,0.5979
恐惧休息行为本身,效率至上信念,0.5046
恐惧休息行为本身,竞争压力下的自我不足感,0.6277
恐惧休息行为本身,外部比较压力,0.6428
恐惧休息行为本身,职场与校园文化规训,0.5561
恐惧休息行为本身,技术加速带来的紧迫感,0.5826
恐惧休息行为本身,生存与生活压力的内化,0.5293
恐惧休息行为本身,他人评价的过度关注,0.6452
恐惧休息行为本身,幸福观的绩效化倾向,0.5636
恐惧休息行为本身,多源压力驱动的应然自我期待,0.5810
恐惧休息行为本身,自我设定目标未达成引发的内疚,0.5949
恐惧休息行为本身,代际劳动榜样内化,0.4965
恐惧休息行为本身,个人要强性格,0.5503
恐惧休息行为本身,时间经济化观念,0.5179
恐惧休息行为本身,勤劳美德内化,0.5282
恐惧休息行为本身,制度性过劳常态化,0.5258
恐惧休息行为本身,社会成功话语对休息的污名化,0.5494
恐惧休息行为本身,教育环境强调持续学习,0.4963
恐惧休息行为本身,高压环境下的休息无效感,0.7148
恐惧休息行为本身,广泛性焦虑倾向,0.6865
恐惧休息行为本身,内卷环境引发的竞争压力,0.5520
恐惧休息行为本身,前途不确定性忧虑,0.6925
恐惧休息行为本身,资源稀缺引发的生存焦虑,0.7057
恐惧休息行为本身,感知他人努力压力,0.5816
恐惧休息行为本身,不切实际的任务目标,0.5759
恐惧休息行为本身,对未来后果的灾难化预期,0.6673
恐惧休息行为本身,任务完成不确定性,0.6969
恐惧休息行为本身,权威人物的价值观内化,0.5398
恐惧休息行为本身,努力与疲惫的内在冲突,0.6023
恐惧休息行为本身,未来不确定性驱动的过度准备,0.6755
恐惧休息行为本身,应试教育内化的竞争焦虑,0.6108
恐惧休息行为本身,就业压力驱动的群体比较,0.5754
恐惧休息行为本身,经济独立紧迫感,0.5850
恐惧休息行为本身,教育灌输的效率至上观念,0.5114
恐惧休息行为本身,现实压力驱动的自我规训,0.6227
恐惧休息行为本身,自我定位模糊,0.6941
恐惧休息行为本身,就业导向的教育压力,0.5121
恐惧休息行为本身,被动卷入竞争环境,0.5260
恐惧休息行为本身,同伴成就引发的自我贬抑,0.6460
恐惧休息行为本身,未完成重要事务的自我责备,0.5823
恐惧休息行为本身,竞争性评价体系压力,0.4923
恐惧休息行为本身,同伴内卷氛围引发的归因偏差,0.5517
恐惧休息行为本身,思维反刍倾向,0.6815
恐惧休息行为本身,内在价值冲突,0.6778
恐惧休息行为本身,同伴学习行为引发的焦虑,0.6738
恐惧休息行为本身,成功焦虑驱动的自我监控,0.7108
恐惧休息行为本身,生存压力加剧,0.5815
恐惧休息行为本身,休闲活动的时间消耗感,0.5709
恐惧休息行为本身,填鸭式教育经历,0.5404
恐惧休息行为本身,效率至上价值观,0.4684
恐惧休息行为本身,自我提升的迫切需求,0.6239
恐惧休息行为本身,同伴行为带来的隐性压力,0.6707
恐惧休息行为本身,成就导向驱动的自我要求,0.6482
恐惧休息行为本身,内卷环境下的行为惯性,0.6057
恐惧休息行为本身,工作压力引发的休息冲突,0.6610
恐惧休息行为本身,卷躺两难困境,0.4751
恐惧休息行为本身,能力与期望不匹配,0.6384
恐惧休息行为本身,自我行为不一致引发的内疚,0.6908
恐惧休息行为本身,竞争环境下的休息污名化,0.6371
恐惧休息行为本身,功利主义价值观影响,0.5569
恐惧休息行为本身,同辈行为参照引发的自我审视,0.6391
恐惧休息行为本身,成绩导向的社会评价,0.6042
恐惧休息行为本身,早期高压教育灌输,0.5975
恐惧休息行为本身,对成绩与生活的焦虑,0.6785
恐惧休息行为本身,遵从努力型社会规范的压力,0.6092
恐惧休息行为本身,目标模糊引发的自我苛责,0.5780
恐惧休息行为本身,优绩主义文化压力,0.5634
恐惧休息行为本身,亲密关系中的能力落差感,0.6163
恐惧休息行为本身,未来方向不确定性,0.6737
恐惧休息行为本身,情绪调节困难,0.6706
恐惧休息行为本身,社会对高效产出的推崇,0.5251
恐惧休息行为本身,忙碌即价值的社会观念,0.5025
恐惧休息行为本身,害怕落后的焦虑,0.7514
恐惧休息行为本身,对休息即浪费时间的自我苛责,0.6653
恐惧休息行为本身,勤奋崇拜文化,0.5449
恐惧休息行为本身,同辈努力感知压力,0.6259
恐惧休息行为本身,就业竞争压力,0.7253
恐惧休息行为本身,应试教育导向下的时间紧迫感,0.4683
恐惧休息行为本身,高竞争环境下的不敢松懈心理,0.6258
恐惧休息行为本身,表面努力的压力,0.5495
感知他人隐性竞争,担忧被群体远远抛下,0.5831
感知他人隐性竞争,生产力至上价值观,0.5458
感知他人隐性竞争,自我提升义务感,0.5847
感知他人隐性竞争,就业市场竞争激烈,0.6104
感知他人隐性竞争,学历价值下降,0.6127
感知他人隐性竞争,同辈群体的竞争氛围,0.6764
感知他人隐性竞争,同辈竞争性参照,0.7155
感知他人隐性竞争,生活节奏过快,0.5733
感知他人隐性竞争,长期高压习惯化,0.5958
感知他人隐性竞争,自我成就压力,0.5392
感知他人隐性竞争,心理健康价值被忽视,0.5883
感知他人隐性竞争,目标与能力失衡引发的时间侵占,0.5613
感知他人隐性竞争,同侪努力引发的休息不适,0.6802
感知他人隐性竞争,重要他人期望压力,0.5540
感知他人隐性竞争,同辈努力参照,0.6131
感知他人隐性竞争,社会焦虑氛围渗透,0.6236
感知他人隐性竞争,机构文化强调自律与进取,0.5379
感知他人隐性竞争,教育中缺乏对休闲正当性的认可,0.5470
感知他人隐性竞争,早期愧疚导向的教养方式,0.5132
感知他人隐性竞争,对他人负面评价的恐惧,0.6198
感知他人隐性竞争,内耗型思维模式,0.6733
感知他人隐性竞争,资本主义社会对人的异化,0.5189
感知他人隐性竞争,价值条件化的教育影响,0.5991
感知他人隐性竞争,社会内卷与经济不安全感,0.6922
感知他人隐性竞争,自我成长期待冲突,0.6024
感知他人隐性竞争,家庭优先学习理念灌输,0.5401
感知他人隐性竞争,学校内卷化学习氛围,0.6991
感知他人隐性竞争,早期习惯内化,0.6261
感知他人隐性竞争,高压环境下的自动化思维,0.5954
感知他人隐性竞争,社会结构驱动的内卷压力,0.7150
感知他人隐性竞争,焦虑敏感的个体特质,0.5434
感知他人隐性竞争,应试教育塑造的行为惯性,0.5831
感知他人隐性竞争,过度关注他人状态,0.6259
感知他人隐性竞争,自我敏感性过高,0.5638
感知他人隐性竞争,未来目标模糊,0.5377
感知他人隐性竞争,奋斗价值观的文化传承,0.5568
感知他人隐性竞争,群体压力氛围,0.6536
感知他人隐性竞争,社会生活节奏压迫感,0.6321
感知他人隐性竞争,升学目标驱动压力,0.5703
感知他人隐性竞争,理想自我与现实行为的落差,0.5450
感知他人隐性竞争,自动化负面思维模式,0.5916
感知他人隐性竞争,社会攀比压力,0.6529
感知他人隐性竞争,弥漫性焦虑氛围,0.5504
感知他人隐性竞争,亲密关系中的价值评判,0.6124
感知他人隐性竞争,家庭权威的期望压力,0.4978
感知他人隐性竞争,教育者传递的绩效焦虑,0.5293
感知他人隐性竞争,高压教养模式,0.5282
感知他人隐性竞争,成就导向型人格特质,0.6079
感知他人隐性竞争,目标紧迫性感知,0.5567
感知他人隐性竞争,计划秩序破坏敏感,0.5315
感知他人隐性竞争,效率至上信念,0.5528
感知他人隐性竞争,竞争压力下的自我不足感,0.7375
感知他人隐性竞争,外部比较压力,0.6488
感知他人隐性竞争,职场与校园文化规训,0.6329
感知他人隐性竞争,技术加速带来的紧迫感,0.6033
感知他人隐性竞争,生存与生活压力的内化,0.5758
感知他人隐性竞争,他人评价的过度关注,0.7024
感知他人隐性竞争,幸福观的绩效化倾向,0.5737
感知他人隐性竞争,多源压力驱动的应然自我期待,0.5885
感知他人隐性竞争,自我设定目标未达成引发的内疚,0.5247
感知他人隐性竞争,代际劳动榜样内化,0.5810
感知他人隐性竞争,个人要强性格,0.5350
感知他人隐性竞争,时间经济化观念,0.5598
感知他人隐性竞争,勤劳美德内化,0.5947
感知他人隐性竞争,制度性过劳常态化,0.5783
感知他人隐性竞争,社会成功话语对休息的污名化,0.5753
感知他人隐性竞争,教育环境强调持续学习,0.5108
感知他人隐性竞争,高压环境下的休息无效感,0.5687
感知他人隐性竞争,广泛性焦虑倾向,0.4598
感知他人隐性竞争,内卷环境引发的竞争压力,0.7626
感知他人隐性竞争,前途不确定性忧虑,0.5694
感知他人隐性竞争,资源稀缺引发的生存焦虑,0.6238
感知他人隐性竞争,感知他人努力压力,0.7110
感知他人隐性竞争,不切实际的任务目标,0.5411
感知他人隐性竞争,对未来后果的灾难化预期,0.4586
感知他人隐性竞争,任务完成不确定性,0.5829
感知他人隐性竞争,权威人物的价值观内化,0.5954
感知他人隐性竞争,努力与疲惫的内在冲突,0.6461
感知他人隐性竞争,未来不确定性驱动的过度准备,0.4894
感知他人隐性竞争,应试教育内化的竞争焦虑,0.6408
感知他人隐性竞争,就业压力驱动的群体比较,0.5991
感知他人隐性竞争,经济独立紧迫感,0.5914
感知他人隐性竞争,教育灌输的效率至上观念,0.5833
感知他人隐性竞争,现实压力驱动的自我规训,0.6072
感知他人隐性竞争,自我定位模糊,0.6051
感知他人隐性竞争,就业导向的教育压力,0.5854
感知他人隐性竞争,被动卷入竞争环境,0.7837
感知他人隐性竞争,同伴成就引发的自我贬抑,0.6646
感知他人隐性竞争,未完成重要事务的自我责备,0.5362
感知他人隐性竞争,竞争性评价体系压力,0.6293
感知他人隐性竞争,同伴内卷氛围引发的归因偏差,0.7279
感知他人隐性竞争,思维反刍倾向,0.6091
感知他人隐性竞争,内在价值冲突,0.6824
感知他人隐性竞争,同伴学习行为引发的焦虑,0.5969
感知他人隐性竞争,成功焦虑驱动的自我监控,0.5659
感知他人隐性竞争,生存压力加剧,0.5783
感知他人隐性竞争,休闲活动的时间消耗感,0.6077
感知他人隐性竞争,填鸭式教育经历,0.5388
感知他人隐性竞争,效率至上价值观,0.5175
感知他人隐性竞争,自我提升的迫切需求,0.6100
感知他人隐性竞争,同伴行为带来的隐性压力,0.7363
感知他人隐性竞争,成就导向驱动的自我要求,0.6141
感知他人隐性竞争,内卷环境下的行为惯性,0.7687
感知他人隐性竞争,工作压力引发的休息冲突,0.6224
感知他人隐性竞争,卷躺两难困境,0.6234
感知他人隐性竞争,能力与期望不匹配,0.6005
感知他人隐性竞争,自我行为不一致引发的内疚,0.5675
感知他人隐性竞争,竞争环境下的休息污名化,0.7201
感知他人隐性竞争,功利主义价值观影响,0.5504
感知他人隐性竞争,同辈行为参照引发的自我审视,0.6409
感知他人隐性竞争,成绩导向的社会评价,0.6355
感知他人隐性竞争,早期高压教育灌输,0.5853
感知他人隐性竞争,对成绩与生活的焦虑,0.5552
感知他人隐性竞争,遵从努力型社会规范的压力,0.6437
感知他人隐性竞争,目标模糊引发的自我苛责,0.5600
感知他人隐性竞争,优绩主义文化压力,0.6194
感知他人隐性竞争,亲密关系中的能力落差感,0.5882
感知他人隐性竞争,未来方向不确定性,0.5702
感知他人隐性竞争,情绪调节困难,0.5287
感知他人隐性竞争,社会对高效产出的推崇,0.6074
感知他人隐性竞争,忙碌即价值的社会观念,0.5946
感知他人隐性竞争,害怕落后的焦虑,0.5464
感知他人隐性竞争,对休息即浪费时间的自我苛责,0.5939
感知他人隐性竞争,勤奋崇拜文化,0.5652
感知他人隐性竞争,同辈努力感知压力,0.6625
感知他人隐性竞争,就业竞争压力,0.6622
感知他人隐性竞争,应试教育导向下的时间紧迫感,0.5485
感知他人隐性竞争,高竞争环境下的不敢松懈心理,0.7369
感知他人隐性竞争,表面努力的压力,0.6739
担忧被群体远远抛下,生产力至上价值观,0.5448
担忧被群体远远抛下,自我提升义务感,0.5701
担忧被群体远远抛下,就业市场竞争激烈,0.7186
担忧被群体远远抛下,学历价值下降,0.5938
担忧被群体远远抛下,同辈群体的竞争氛围,0.6943
担忧被群体远远抛下,同辈竞争性参照,0.6400
担忧被群体远远抛下,生活节奏过快,0.6011
担忧被群体远远抛下,长期高压习惯化,0.5558
担忧被群体远远抛下,自我成就压力,0.5449
担忧被群体远远抛下,心理健康价值被忽视,0.6343
担忧被群体远远抛下,目标与能力失衡引发的时间侵占,0.5622
担忧被群体远远抛下,同侪努力引发的休息不适,0.6408
担忧被群体远远抛下,重要他人期望压力,0.5972
担忧被群体远远抛下,同辈努力参照,0.6209
担忧被群体远远抛下,社会焦虑氛围渗透,0.6839
担忧被群体远远抛下,机构文化强调自律与进取,0.4779
担忧被群体远远抛下,教育中缺乏对休闲正当性的认可,0.5380
担忧被群体远远抛下,早期愧疚导向的教养方式,0.5563
担忧被群体远远抛下,对他人负面评价的恐惧,0.6861
担忧被群体远远抛下,内耗型思维模式,0.5985
担忧被群体远远抛下,资本主义社会对人的异化,0.5125
担忧被群体远远抛下,价值条件化的教育影响,0.5774
担忧被群体远远抛下,社会内卷与经济不安全感,0.6353
担忧被群体远远抛下,自我成长期待冲突,0.5940
担忧被群体远远抛下,家庭优先学习理念灌输,0.5378
担忧被群体远远抛下,学校内卷化学习氛围,0.6223
担忧被群体远远抛下,早期习惯内化,0.5416
担忧被群体远远抛下,高压环境下的自动化思维,0.5671
担忧被群体远远抛下,社会结构驱动的内卷压力,0.6494
担忧被群体远远抛下,焦虑敏感的个体特质,0.6340
担忧被群体远远抛下,应试教育塑造的行为惯性,0.5270
担忧被群体远远抛下,过度关注他人状态,0.6016
担忧被群体远远抛下,自我敏感性过高,0.5224
担忧被群体远远抛下,未来目标模糊,0.5949
担忧被群体远远抛下,奋斗价值观的文化传承,0.5847
担忧被群体远远抛下,群体压力氛围,0.7267
担忧被群体远远抛下,社会生活节奏压迫感,0.6395
担忧被群体远远抛下,升学目标驱动压力,0.6102
担忧被群体远远抛下,理想自我与现实行为的落差,0.5622
担忧被群体远远抛下,自动化负面思维模式,0.5631
担忧被群体远远抛下,社会攀比压力,0.6442
担忧被群体远远抛下,弥漫性焦虑氛围,0.6182
担忧被群体远远抛下,亲密关系中的价值评判,0.5462
担忧被群体远远抛下,家庭权威的期望压力,0.5118
担忧被群体远远抛下,教育者传递的绩效焦虑,0.5595
担忧被群体远远抛下,高压教养模式,0.5168
担忧被群体远远抛下,成就导向型人格特质,0.5606
担忧被群体远远抛下,目标紧迫性感知,0.6074
担忧被群体远远抛下,计划秩序破坏敏感,0.5391
担忧被群体远远抛下,效率至上信念,0.5416
担忧被群体远远抛下,竞争压力下的自我不足感,0.6829
担忧被群体远远抛下,外部比较压力,0.6453
担忧被群体远远抛下,职场与校园文化规训,0.5598
担忧被群体远远抛下,技术加速带来的紧迫感,0.6668
担忧被群体远远抛下,生存与生活压力的内化,0.5349
担忧被群体远远抛下,他人评价的过度关注,0.6395
担忧被群体远远抛下,幸福观的绩效化倾向,0.5452
担忧被群体远远抛下,多源压力驱动的应然自我期待,0.6080
担忧被群体远远抛下,自我设定目标未达成引发的内疚,0.5373
担忧被群体远远抛下,代际劳动榜样内化,0.5598
担忧被群体远远抛下,个人要强性格,0.5429
担忧被群体远远抛下,时间经济化观念,0.5065
担忧被群体远远抛下,勤劳美德内化,0.5243
担忧被群体远远抛下,制度性过劳常态化,0.5382
担忧被群体远远抛下,社会成功话语对休息的污名化,0.5189
担忧被群体远远抛下,教育环境强调持续学习,0.4691
担忧被群体远远抛下,高压环境下的休息无效感,0.6122
担忧被群体远远抛下,广泛性焦虑倾向,0.6220
担忧被群体远远抛下,内卷环境引发的竞争压力,0.6082
担忧被群体远远抛下,前途不确定性忧虑,0.6952
担忧被群体远远抛下,资源稀缺引发的生存焦虑,0.6938
担忧被群体远远抛下,感知他人努力压力,0.5768
担忧被群体远远抛下,不切实际的任务目标,0.5533
担忧被群体远远抛下,对未来后果的灾难化预期,0.6385
担忧被群体远远抛下,任务完成不确定性,0.6529
担忧被群体远远抛下,权威人物的价值观内化,0.5507
担忧被群体远远抛下,努力与疲惫的内在冲突,0.5763
担忧被群体远远抛下,未来不确定性驱动的过度准备,0.6009
担忧被群体远远抛下,应试教育内化的竞争焦虑,0.6614
担忧被群体远远抛下,就业压力驱动的群体比较,0.6797
担忧被群体远远抛下,经济独立紧迫感,0.6251
担忧被群体远远抛下,教育灌输的效率至上观念,0.5071
担忧被群体远远抛下,现实压力驱动的自我规训,0.5824
担忧被群体远远抛下,自我定位模糊,0.6176
担忧被群体远远抛下,就业导向的教育压力,0.5675
担忧被群体远远抛下,被动卷入竞争环境,0.5786
担忧被群体远远抛下,同伴成就引发的自我贬抑,0.6081
担忧被群体远远抛下,未完成重要事务的自我责备,0.5126
担忧被群体远远抛下,竞争性评价体系压力,0.5860
担忧被群体远远抛下,同伴内卷氛围引发的归因偏差,0.6054
担忧被群体远远抛下,思维反刍倾向,0.5929
担忧被群体远远抛下,内在价值冲突,0.6245
担忧被群体远远抛下,同伴学习行为引发的焦虑,0.6515
担忧被群体远远抛下,成功焦虑驱动的自我监控,0.6220
担忧被群体远远抛下,生存压力加剧,0.6143
担忧被群体远远抛下,休闲活动的时间消耗感,0.5123
担忧被群体远远抛下,填鸭式教育经历,0.5690
担忧被群体远远抛下,效率至上价值观,0.4780
担忧被群体远远抛下,自我提升的迫切需求,0.5627
担忧被群体远远抛下,同伴行为带来的隐性压力,0.6542
担忧被群体远远抛下,成就导向驱动的自我要求,0.5730
担忧被群体远远抛下,内卷环境下的行为惯性,0.6064
担忧被群体远远抛下,工作压力引发的休息冲突,0.6013
担忧被群体远远抛下,卷躺两难困境,0.5639
担忧被群体远远抛下,能力与期望不匹配,0.6255
担忧被群体远远抛下,自我行为不一致引发的内疚,0.5612
担忧被群体远远抛下,竞争环境下的休息污名化,0.5891
担忧被群体远远抛下,功利主义价值观影响,0.5145
担忧被群体远远抛下,同辈行为参照引发的自我审视,0.5880
担忧被群体远远抛下,成绩导向的社会评价,0.5990
担忧被群体远远抛下,早期高压教育灌输,0.5501
担忧被群体远远抛下,对成绩与生活的焦虑,0.6520
担忧被群体远远抛下,遵从努力型社会规范的压力,0.6117
担忧被群体远远抛下,目标模糊引发的自我苛责,0.5784
担忧被群体远远抛下,优绩主义文化压力,0.6012
担忧被群体远远抛下,亲密关系中的能力落差感,0.6033
担忧被群体远远抛下,未来方向不确定性,0.6296
担忧被群体远远抛下,情绪调节困难,0.5884
担忧被群体远远抛下,社会对高效产出的推崇,0.5737
担忧被群体远远抛下,忙碌即价值的社会观念,0.5570
担忧被群体远远抛下,害怕落后的焦虑,0.7674
担忧被群体远远抛下,对休息即浪费时间的自我苛责,0.5211
担忧被群体远远抛下,勤奋崇拜文化,0.5576
担忧被群体远远抛下,同辈努力感知压力,0.6846
担忧被群体远远抛下,就业竞争压力,0.7193
担忧被群体远远抛下,应试教育导向下的时间紧迫感,0.5410
担忧被群体远远抛下,高竞争环境下的不敢松懈心理,0.7011
担忧被群体远远抛下,表面努力的压力,0.5598
生产力至上价值观,自我提升义务感,0.6027
生产力至上价值观,就业市场竞争激烈,0.5700
生产力至上价值观,学历价值下降,0.6431
生产力至上价值观,同辈群体的竞争氛围,0.6013
生产力至上价值观,同辈竞争性参照,0.5456
生产力至上价值观,生活节奏过快,0.5846
生产力至上价值观,长期高压习惯化,0.5394
生产力至上价值观,自我成就压力,0.4993
生产力至上价值观,心理健康价值被忽视,0.6528
生产力至上价值观,目标与能力失衡引发的时间侵占,0.5454
生产力至上价值观,同侪努力引发的休息不适,0.5734
生产力至上价值观,重要他人期望压力,0.5185
生产力至上价值观,同辈努力参照,0.5335
生产力至上价值观,社会焦虑氛围渗透,0.5726
生产力至上价值观,机构文化强调自律与进取,0.5399
生产力至上价值观,教育中缺乏对休闲正当性的认可,0.6138
生产力至上价值观,早期愧疚导向的教养方式,0.5903
生产力至上价值观,对他人负面评价的恐惧,0.5433
生产力至上价值观,内耗型思维模式,0.5977
生产力至上价值观,资本主义社会对人的异化,0.6440
生产力至上价值观,价值条件化的教育影响,0.7348
生产力至上价值观,社会内卷与经济不安全感,0.5681
生产力至上价值观,自我成长期待冲突,0.5197
生产力至上价值观,家庭优先学习理念灌输,0.6159
生产力至上价值观,学校内卷化学习氛围,0.5183
生产力至上价值观,早期习惯内化,0.6223
生产力至上价值观,高压环境下的自动化思维,0.5533
生产力至上价值观,社会结构驱动的内卷压力,0.5938
生产力至上价值观,焦虑敏感的个体特质,0.4854
生产力至上价值观,应试教育塑造的行为惯性,0.5645
